"AS","BA","BB","BC","CA","CR","FC","FV","GB","KC","MC","ML","OF","PC","PR","PT","SB","SC","SH","SL","TB","WC","WF","WH"
1.15942028985507,1,1,1.31168831168831,1.14285714285714,1.08333333333334,1,1,1.23333333333333,1,1,1,1,1.15942028985507,1.11111111111111,1,1,1.11111111111111,1.3030303030303,1.20915032679739,1.1,1,1,1
1,1.53333333333333,1.18947368421053,1.09090909090909,1.53333333333333,1.50326797385621,1.53333333333333,1,1.45833333333333,1.4,1,1.53846153846154,1,1.17316017316017,1.11111111111111,1,1.325,1.11111111111111,1.42857142857143,1.11111111111111,1,1,1.42483660130719,1.29411764705882
1.51948051948052,1.525,1.52287581699346,1.26842105263158,1.35555555555556,1.52105263157895,1.52941176470588,1.52380952380952,1.325,1.4421052631579,1.525,1.42483660130719,1.53030303030303,1.52631578947368,1.52287581699346,1.53333333333333,1.53846153846154,1.50326797385621,1.53030303030303,1.50326797385621,1.20915032679739,1.47894736842105,1.47058823529412,1.52631578947368
1.24675324675325,1.40909090909091,1.45833333333333,1.45833333333333,1.16666666666667,1.36796536796537,1.23333333333333,1.36796536796537,1.40909090909091,1.125,1,1.4,1.16666666666667,1.48913043478261,1.26373626373626,1,1.45833333333333,1.4,1,1.2,1.26842105263158,1.47058823529412,1,1.22826086956522
1,1.125,1.1,1.09090909090909,1.49450549450549,1.39130434782609,1.26373626373626,1.24675324675325,1.23333333333333,1,1,1,1,1.15942028985507,1,1.53333333333333,1,1.20915032679739,1,1.20915032679739,1,1.20915032679739,1.1,1.22826086956522
1.24675324675325,1.49450549450549,1.47058823529412,1.33684210526316,1.3030303030303,1.45454545454546,1.50326797385621,1.45454545454546,1.4,1.47058823529412,1.49450549450549,1.49450549450549,1.45833333333333,1.46376811594203,1.11111111111111,1.6,1.45833333333333,1.43956043956044,1.53030303030303,1.52287581699346,1.50526315789474,1.52105263157895,1.33684210526316,1.46376811594203
1,1,1.1,1.24675324675325,1,1,1.20915032679739,1,1,1.1,1,1.11111111111111,1,1.08333333333334,1,1,1.125,1,1.16666666666667,1,1,1.18947368421053,1,1
1.43115942028986,1.125,1,1,1,1,1.11111111111111,1.17316017316017,1,1,1.325,1,1.125,1.22826086956522,1.5,1,1.125,1.11111111111111,1.16666666666667,1,1.16666666666667,1.1,1.11111111111111,1.15942028985507
1.45833333333333,1.525,1.2,1.52941176470588,1.53333333333333,1.5,1.35555555555556,1.23333333333333,1.55555555555556,1.53333333333333,1,1.49450549450549,1.25,1,1.5,1.6,1.33333333333333,1,NA,1.35555555555556,1.16666666666667,1.26842105263158,1.42483660130719,1.49450549450549
1.17316017316017,1,1,1,1,1.22826086956522,1.11111111111111,1,1,1,1,1,1,1,1,1,1,1,1,1,1.39473684210526,1,1.17316017316017,1
1.08333333333334,1.23333333333333,1.1,1,1,1.08333333333334,1.11111111111111,1.09090909090909,1,1,1,1,1.26373626373626,1.28985507246377,1,1,1,1,1,1,1.20915032679739,1.18947368421053,1,1.08333333333334
1.17316017316017,1.23333333333333,1.18947368421053,1.36601307189543,1,1.08333333333334,1,1.09090909090909,1,1.1,1.125,1,1.325,1.34420289855073,1.45833333333333,1,1,1.14285714285714,1.16666666666667,1,1.47894736842105,1.1,1.24675324675325,1
1.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1.20915032679739,1,1.125,1.125,1,1.49450549450549,1.20915032679739,1,1,1
1,1.125,1,1.09090909090909,1,1.08333333333334,1.20915032679739,1,1.5,1.33684210526316,1,1,1,1.08333333333334,1.36263736263736,1,1,1.11111111111111,1,1,1.125,1,1.17316017316017,1.08333333333334
1.08333333333334,1,1,1,1,1,1,1,1,1,1,1,1,1.08333333333334,1,1.5,1,1,1,1.6,1.1,1,1.09090909090909,1
1,1.4,1,1.1,1,1.36796536796537,1.11111111111111,1.1,1.125,1.33684210526316,1,1.45833333333333,1.43956043956044,1.22826086956522,1,1,1,1.11111111111111,1.48484848484848,1,1,1.4421052631579,1.09090909090909,1
1.08333333333334,1,1.18947368421053,1,1.14285714285714,1,1.11111111111111,1.24675324675325,1.23333333333333,1,1.125,1,1.125,1.22826086956522,1,1.33333333333333,1.125,1,1,1.20915032679739,1.1,1.18947368421053,1.09090909090909,1.22826086956522
1.15942028985507,1,1,1.24675324675325,1.14285714285714,1,1.11111111111111,1,1,1,1,1.23333333333333,1,1,1,1.33333333333333,1,1,1,1,1,1,1.09090909090909,1.08333333333334
1.08333333333334,1,1,1,1,1.31168831168831,1,1,1,1.43956043956044,1,1.45833333333333,1,1.22826086956522,1,1.5,1,1,1,1,1.1,1,1.09090909090909,1
1.43115942028986,1,1,1,1,1,1.11111111111111,1,1,1,1,1,1,1,1,1.33333333333333,1,1.20915032679739,1,1.20915032679739,1,1,1,1
1.31168831168831,1.36263736263736,1.53333333333333,1.50326797385621,1.40909090909091,1.48484848484849,1.4,1.50326797385621,1.43956043956044,1.4421052631579,1.53030303030303,1.5,1.35555555555556,1.50649350649351,1.48484848484848,1.53333333333333,1.49450549450549,1.49450549450549,1.40909090909091,1.5,1.525,1.50326797385621,1.48484848484848,1.50326797385621
1.34420289855073,1.5,1.33684210526316,1,1.14285714285714,1.47894736842105,1.26373626373626,1.36796536796537,1.4,1.33684210526316,1.23333333333333,1.52941176470588,1,1.22826086956522,1.23333333333333,1.33333333333333,1.125,1.45833333333333,1.40909090909091,1.42483660130719,1.36601307189543,1.11111111111111,1.41558441558442,1.45454545454546
1.08333333333334,1.16666666666667,1.1,1.17316017316017,1.16666666666667,1.49450549450549,1.20915032679739,1.09090909090909,1.4,1,1.125,1.2,1.125,1.08333333333334,1.20915032679739,1,1,1.20915032679739,1,1.11111111111111,1.1,1.26842105263158,1.24675324675325,1.15942028985507
1.43115942028986,1.14285714285714,1,1.50526315789474,1,1,1.3030303030303,1.325,1.35555555555556,1.18947368421053,1.35555555555556,1,1.49450549450549,1.17316017316017,1.43956043956044,1.33333333333333,1.23333333333333,1.52287581699346,1,1.53333333333333,1.18947368421053,1.1,1.325,1
1.53030303030303,1.53333333333333,1.45833333333333,1.52287581699346,1.36263736263736,1.36263736263736,1.36263736263736,1.525,1.53333333333333,1.52287581699346,1.6,1.52747252747253,1.55555555555556,1.52105263157895,1.54545454545455,1,1.53333333333333,1.53030303030303,1.53571428571429,1.54545454545455,1.54545454545455,1.53333333333333,1.54545454545455,1.50526315789474
1.08333333333334,1,1.1,1,1,1,1,1.17316017316017,1,1.1,1,1,1,1.39130434782609,1,1,1,1,1,1,1,1,1.09090909090909,1
1.48484848484849,1.45833333333333,1.52287581699346,1.36601307189543,1,1.34420289855073,1.29411764705882,1.50526315789474,1,1.18947368421053,1.26373626373626,1.125,1.4,1.50526315789474,1.23333333333333,1.5,1.49450549450549,1.20915032679739,1.3030303030303,1.20915032679739,1.39473684210526,1.36601307189543,1.31168831168831,1.15942028985507
1.08333333333334,1,1,1.51948051948052,1,1,1.11111111111111,1,1,1.18947368421053,1,1,1.4,1,1,1,1.125,1.11111111111111,1.16666666666667,1,1,1.1,1,1
1.22826086956522,1.43956043956044,1.26842105263158,1.36796536796537,1.53333333333333,1.50326797385621,1.325,1.26842105263158,1.53333333333333,1.40909090909091,1.53571428571429,1.16666666666667,1.125,1.50326797385621,1,1,1.40909090909091,1.125,1.35555555555556,1.11111111111111,1.11111111111111,1.47058823529412,1.4,1.4421052631579
1.08333333333334,1.25,1.20915032679739,1.36796536796537,1.5,1.26373626373626,1.53333333333333,1.5,1,1.23333333333333,1,1,1,1.325,1.20915032679739,NA,1.325,1.16666666666667,1.33333333333333,1,1.1,1,1,1.4
1.24675324675325,1,1,1.24675324675325,1,1.08333333333334,1.125,1.17316017316017,1.125,1,1.125,1.29411764705882,1,1.08333333333334,1.11111111111111,1.5,1,1.29411764705882,1,1,1,1.18947368421053,1,1.15942028985507
1,1,1,1.48484848484849,1,1,1.11111111111111,1,1,1,1.23333333333333,1,1,1.08333333333334,1.11111111111111,1,1,1,1.48484848484848,1.11111111111111,1.1,1,1.09090909090909,1
1.15942028985507,1,1.18947368421053,1,1.26373626373626,1,1.36601307189543,1,1,1,1.125,1,1.125,1,1.36601307189543,1,1.125,1.11111111111111,1,1,1,1.1,1,1.31168831168831
1.42483660130719,1.54545454545455,1.49450549450549,1.36263736263736,1.53030303030303,1.36601307189543,1.46666666666667,1.42483660130719,1.35555555555556,1.23333333333333,1.48484848484848,1.3030303030303,1.36263736263736,1.36601307189543,1.325,1,1.46666666666667,1,2,1.11111111111111,1.36263736263736,1.525,1.53333333333333,1.53333333333333
1.36796536796537,1.53333333333333,1.52941176470588,1.52287581699346,1.26373626373626,1.4421052631579,1.54545454545455,1.50649350649351,1.5,1.53333333333333,1.55555555555556,1.50326797385621,1.52747252747253,1.48913043478261,1.52941176470588,1.33333333333333,1.52747252747253,1.47058823529412,1.46666666666667,1.36601307189543,1.50526315789474,1.50526315789474,1.52105263157895,1.48484848484849
1.08333333333334,1,1.1,1.24675324675325,1,1,1.20915032679739,1,1,1.47058823529412,1.23333333333333,1.23333333333333,1.14285714285714,1.15942028985507,1,1.33333333333333,1,1,1,1,1,1.1,1.09090909090909,1.29411764705882
1.36601307189543,1.125,1,1.20915032679739,1.14285714285714,1.08333333333334,1,1.17316017316017,1.125,1,1,1.11111111111111,1,1,1.29411764705882,1.33333333333333,1,1,1,1.16666666666667,1.11111111111111,1,1.09090909090909,1
1,1,1,1,1,1,1,1,1,1.33684210526316,1.325,1,1,1,1,1.33333333333333,1,1,1,1.45833333333333,1,1,1,1
1.34420289855073,1,1,1,1,1,1,1,1,1,1,1,1.125,1,1,1,1,1,1,1,1,1.1,1.24675324675325,1
1.15942028985507,1,1,1.31168831168831,1,1.22826086956522,1.11111111111111,1.09090909090909,1,1.42483660130719,1,1.3030303030303,1.45833333333333,1,1.11111111111111,1,1.26373626373626,1,1.3030303030303,1.11111111111111,1.18947368421053,1.18947368421053,1,1.08333333333334
1.15942028985507,1,1.18947368421053,1,1,1.15942028985507,1,1.18947368421053,1.125,1,1.23333333333333,1,1.45833333333333,1.09090909090909,1.11111111111111,1.53333333333333,1.26373626373626,1.42483660130719,1,1,1.11111111111111,1.18947368421053,1.41558441558442,1
1,1.125,1.1,1,1.3030303030303,1,1,1,1,1.1,1,1.11111111111111,1.125,1,1,1.33333333333333,1.125,1.125,1,1.20915032679739,1,1,1,1
1.09090909090909,1,1.325,1.17316017316017,1.14285714285714,1.15942028985507,1.20915032679739,1.26842105263158,1,1,1,1.11111111111111,1,1.41558441558442,1.20915032679739,1,1.36263736263736,1.16666666666667,1,1,1.1,1.4421052631579,1.09090909090909,1.08333333333334
1.53333333333333,1,1.18947368421053,1.125,1,1,1.20915032679739,1.36796536796537,1.35555555555556,1,1,1,1,1.08333333333334,1.5,1,1,1.4,1,1.48484848484848,1.2,1.1,1.325,1.08333333333334
1.47058823529412,1.26373626373626,1.53846153846154,1.50326797385621,1,1.17316017316017,1.525,1.49450549450549,1.53846153846154,1.20915032679739,1.53846153846154,1,1.36263736263736,1.51948051948052,1.3030303030303,1.66666666666667,1.52747252747253,1.43956043956044,1.54545454545455,1.23333333333333,1.49450549450549,1.50326797385621,1.52105263157895,1.36263736263736
1,1,1,1.09090909090909,1,1.08333333333334,1.125,1.09090909090909,1,1,1.325,1,1,1.22826086956522,1,1,1,1.125,1,1.11111111111111,1.11111111111111,1,1,1.08333333333334
1.31168831168831,1.23333333333333,1.18947368421053,1,1.14285714285714,1,1,1,1.125,1,1.125,1,1,1,1,1,1,1,1.16666666666667,1,1.20915032679739,1.18947368421053,1,1.08333333333334
1.34420289855073,1,1,1,1.43956043956044,1.22826086956522,1.125,1,1.23333333333333,1,1,1.20915032679739,1,1,1.11111111111111,1.33333333333333,1,1.11111111111111,1.3030303030303,1.4,1.39473684210526,1,1,1.39130434782609
1.125,1.23333333333333,1.16666666666667,1.20915032679739,1.14285714285714,1,1,1.325,1,1.18947368421053,1,1.11111111111111,1.53333333333333,1.36601307189543,1.325,1,1.3030303030303,1,1,1.20915032679739,1,1.36263736263736,1.36263736263736,1.5
1,1,1.18947368421053,1,1.36263736263736,1,1,1.1,1.14285714285714,1.1,1,1,1.43956043956044,1.15942028985507,1,1.5,1.23333333333333,1.36601307189543,1,1,1,1,1.4421052631579,1
1.36601307189543,1.52747252747253,1.53333333333333,1.4421052631579,1,1.42483660130719,1.33333333333333,1.53846153846154,1.54545454545455,1.55555555555556,1.55555555555556,1.49450549450549,1.53571428571429,1.51811594202899,1.125,1.5,1.57142857142857,1.53333333333333,1.5,1.53333333333333,1.42857142857143,1.53846153846154,1.66666666666667,1
1,1.325,1.18947368421053,1,1.2,1.09090909090909,1.20915032679739,1,1,1,1.325,1.125,1,1.22826086956522,1,1,1.125,1,1.48484848484848,1,1.1,1,1,1.29411764705882
1,1.125,1,1.24675324675325,1,1,1.29411764705882,1.09090909090909,1,1,1.125,1,1,1.08333333333334,1.11111111111111,1,1,1.20915032679739,1,1,1.18947368421053,1,1.09090909090909,1
1.09090909090909,1.53846153846154,1.53333333333333,1.33684210526316,1.57142857142857,1.47894736842105,1.43956043956044,1.23333333333333,1.25,1.42857142857143,1.53030303030303,1.53333333333333,1.26373626373626,1.51811594202899,1.125,2,1.45833333333333,1.35555555555556,1.54545454545455,1.525,1.42483660130719,1.52747252747253,1.23333333333333,1.52105263157895
1.29411764705882,1.53571428571429,1.39473684210526,1,1,1.45454545454546,1.53333333333333,1.45454545454546,1.6,1.52941176470588,1,1.45833333333333,1.53030303030303,1.50649350649351,1.53030303030303,1.66666666666667,1.43956043956044,1.53333333333333,1.33333333333333,1.14285714285714,1.2,1.50326797385621,1.6,1.39473684210526
1.33684210526316,1.16666666666667,1.18947368421053,1.18947368421053,1.57142857142857,1.48913043478261,1.125,1.4421052631579,1.35555555555556,1.52287581699346,1.325,1.48484848484848,1,1.31168831168831,1.23333333333333,1.33333333333333,1,1.36601307189543,1.40909090909091,1.36263736263736,1.18947368421053,1.33684210526316,1.39473684210526,1.39130434782609
1.35555555555556,1.57142857142857,1.52287581699346,1.53333333333333,1,1.36263736263736,1.57142857142857,1.47058823529412,1.57142857142857,1.325,1.54545454545455,1.26373626373626,1.46666666666667,1.33684210526316,1.5,1.66666666666667,1.53846153846154,1.48484848484848,1.54545454545455,1.55555555555556,1.49450549450549,1.47058823529412,1.50326797385621,1.66666666666667
1,1.23333333333333,1,1,1,1,1.11111111111111,1,1.125,1.26842105263158,1,1.11111111111111,1.23333333333333,1,1,1,1,1.11111111111111,1,1.11111111111111,1,1,1.09090909090909,1.15942028985507
1.08333333333334,1.23333333333333,1,1.09090909090909,1,1.22826086956522,1.20915032679739,1.31168831168831,1,1.1,1,1.11111111111111,1.125,1,1.20915032679739,1.33333333333333,1.125,1,1,1.11111111111111,1.1,1.26842105263158,1.09090909090909,1
1.51948051948052,1.53030303030303,1.54545454545455,1.52941176470588,1.54545454545455,1.50649350649351,1.52287581699346,1.50326797385621,1.48484848484848,1.53846153846154,1.52747252747253,1.53030303030303,1.55555555555556,1.51948051948052,1.53846153846154,1.66666666666667,1.52747252747253,1.5,1.53030303030303,1.53333333333333,1.52747252747253,1.52631578947368,1.5,1.52941176470588
1.36601307189543,1,1,1.52747252747253,1,1.22826086956522,1.11111111111111,1.09090909090909,1.16666666666667,1.18947368421053,1,1.11111111111111,1.325,1.24675324675325,1.16666666666667,1.33333333333333,1,1.14285714285714,1,1.52287581699346,1.525,1.1,1.11111111111111,1.08333333333334
1,1.23333333333333,1,1.09090909090909,1,1.09090909090909,1.11111111111111,1.09090909090909,1.125,1,1,1.20915032679739,1.23333333333333,1,1.20915032679739,1,1,1,1,1.29411764705882,1,1.18947368421053,1,1
1,1,1,1,1.36263736263736,1.15942028985507,1,1,1,1,1.36263736263736,1,1,1.08333333333334,1,1,1,1,1.3030303030303,1,1.1,1,1.24675324675325,1.28985507246377
1.08333333333334,1,1.18947368421053,1.33684210526316,1,1,1.11111111111111,1.09090909090909,1,1.1,1,1,1,1.28985507246377,1,1,1,1,1.40909090909091,1.11111111111111,1,1.20915032679739,1,1
1,1,1.18947368421053,1,1,1,1,1.24675324675325,1,1,1,1,1,1.34420289855073,1.11111111111111,1,1.125,1.20915032679739,1,1,1,1.11111111111111,1,1.08333333333334
1.28985507246377,1,1.1,1,1,1,1,1,1,1,1.125,1.20915032679739,1.125,1.08333333333334,1,1,1,1,1,1,1,1,1,1
1.15942028985507,1,1,1.09090909090909,1,1,1,1.09090909090909,1.23333333333333,1,1,1,1,1.15942028985507,1,1,1,1,1,1,1,1.1,1.17316017316017,1.08333333333334
1,1,1.18947368421053,1.09090909090909,1,1,1,1,1,1,1,1,1,1,1.11111111111111,1,1,1.11111111111111,1,1.11111111111111,1.18947368421053,1.1,1.09090909090909,1
1.08333333333334,1,1.20915032679739,1.09090909090909,1,1,1,1.09090909090909,1,1.33684210526316,1.125,1,1,1,1,1,1,1,1,1,1,1.1,1,1
1,1,1.1,1,1,1,1,1,1,1,1,1,1.14285714285714,1.34420289855073,1,1,1.125,1,1,1,1.1,1.26842105263158,1,1
1.4,1.325,1.1,1.36796536796537,1.3030303030303,1.26373626373626,1.53030303030303,1.31168831168831,1.5,1.2,1,1.53333333333333,1.23333333333333,1,1.33333333333333,1,1,1,1,1.54545454545455,1,1,1.33684210526316,1.42483660130719
1.36601307189543,1.125,1.47058823529412,1,1,1.22826086956522,1.5,1.47058823529412,1.66666666666667,1.18947368421053,1,1,1.5,1.52631578947368,1.53333333333333,1.66666666666667,1.52747252747253,1.53333333333333,1.46666666666667,1.5,1.3030303030303,1.45833333333333,1.26373626373626,1.29411764705882
1,1.125,1,1.17316017316017,1.14285714285714,1,1.11111111111111,1.24675324675325,1.125,1,1,1,1.125,1,1,1,1.125,1,1,1,1.39473684210526,1.18947368421053,1.41558441558442,1
1,1,1.18947368421053,1,1,1,1.11111111111111,1.1,1,1.1,1,1,1.4,1,1,1,1.23333333333333,1,1,1,1,1,1.09090909090909,1
1.15942028985507,1,1.1,1,1,1.39130434782609,1,1.17316017316017,1.325,1.36263736263736,1,1.48484848484848,1.23333333333333,1.22826086956522,1,1.33333333333333,1,1.11111111111111,1,1.20915032679739,1.1,1,1,1.08333333333334
1.36263736263736,1,1.18947368421053,1.20915032679739,1,1.08333333333334,1,1.36601307189543,1.4,1.1,1.125,1,1.23333333333333,1,1,1,1.125,1.40909090909091,1,1.36263736263736,1,1.26842105263158,1,1
1.08333333333334,1,1.14285714285714,1.09090909090909,1,1,1,1,1,1.18947368421053,1,1,1,1.47894736842105,1.11111111111111,1,1.3030303030303,1.11111111111111,1,1,1.18947368421053,1.26842105263158,1.09090909090909,1
1.08333333333334,1.3030303030303,1.39473684210526,1,1,1.42483660130719,1.35555555555556,1,1.26373626373626,1.26373626373626,1.40909090909091,1,1.525,1.26842105263158,1,1,1.46666666666667,1.20915032679739,1.46666666666667,1.11111111111111,1,1,1.29411764705882,1.18947368421053
1.5,1.52747252747253,1,1.52105263157895,1.55555555555556,1.50649350649351,1.45833333333333,1.1,1.4,1.52747252747253,1.53333333333333,1.525,1.23333333333333,1.36796536796537,1.40909090909091,1.53333333333333,1.2,1.325,1.46666666666667,1.36601307189543,1.49450549450549,1.26373626373626,1.52287581699346,1.52105263157895
1,1.125,1,1,1.55555555555556,1.29411764705882,1.48484848484848,1,1.125,1.11111111111111,1.26373626373626,1.14285714285714,1,1.08333333333334,1.11111111111111,1,1,1,1.66666666666667,1,1,1.1,1,1
1.22826086956522,1,1.18947368421053,1,1,1.09090909090909,1,1.31168831168831,1.325,1.33684210526316,1,1,1.23333333333333,1.22826086956522,1.11111111111111,1.33333333333333,1.125,1,1,1,1,1,1,1.08333333333334
1.39473684210526,1.125,1.29411764705882,1.1,1,1,1.11111111111111,1.33684210526316,1,1.1,1.14285714285714,1,1.325,1.24675324675325,1,1,1.4,1.35555555555556,1,1.43956043956044,1.11111111111111,1.26373626373626,1.1,1
1.15942028985507,1.325,1.1,1.24675324675325,1,1,1.53571428571429,1,1,1,1.16666666666667,1,1,1.08333333333334,1,1.33333333333333,1.125,1.11111111111111,1,1,1.26842105263158,1,1,1.46666666666667
1.08333333333334,1.53333333333333,1.42483660130719,1.26842105263158,1,1.52747252747253,1.14285714285714,1.39473684210526,NA,1.52105263157895,1.16666666666667,1.50326797385621,1.53333333333333,1.47894736842105,1.11111111111111,1,1.48484848484848,1.57142857142857,1.2,1,1,1.23333333333333,1.5,1.17316017316017
1.41558441558442,1.125,1,1,1,1,1.11111111111111,1,1,1,1,1,1.14285714285714,1,1.42483660130719,1,1.125,1.11111111111111,1,1.43956043956044,1.20915032679739,1.1,1.09090909090909,1.09090909090909
1.26373626373626,1.53571428571429,1.49450549450549,1.5,1.55555555555556,1.52105263157895,1.53030303030303,1.48484848484849,1.35555555555556,1.50326797385621,1.57142857142857,1.53333333333333,1.53571428571429,1.48913043478261,1,1.66666666666667,1.26373626373626,1.46666666666667,1.53333333333333,1,1.52287581699346,1.4421052631579,1.52941176470588,1.26842105263158
1,1.53333333333333,1.1,1,1,1.26842105263158,1.20915032679739,1.09090909090909,1,1.25,1,1.5,1.325,1.39130434782609,1,1,1.125,1,1,1,1,1.33684210526316,1,1
1.28985507246377,1,1,1.36796536796537,1,1,1.11111111111111,1,1,1,1,1,1.325,1,1.20915032679739,1.33333333333333,1.125,1.125,1.16666666666667,1,1.29411764705882,1,1.17316017316017,1
1,1.23333333333333,1,1,1,1.08333333333334,1,1,1.23333333333333,1,1,1.11111111111111,1,1,1,1,1.125,1,1,1,1,1,1.17316017316017,1.08333333333334
1.4421052631579,1.43956043956044,1.36601307189543,1.53030303030303,1.40909090909091,1.5,1.5,1.45833333333333,1.53333333333333,1.50526315789474,1.49450549450549,1.5,1.43956043956044,1.42483660130719,1.45833333333333,1.6,1.53333333333333,1.57142857142857,1.55555555555556,1.6,1.48484848484848,1.52287581699346,1.4,1.45454545454546
1,1,1,1,1.46666666666667,1.50649350649351,1.26373626373626,1,1,1,1,1,1,1,1,1,1,1,1,1,1.11111111111111,1,1.39473684210526,1.20915032679739
1,1,1,1.09090909090909,1,1,1.47058823529412,1,1.125,1,1.23333333333333,1,1,1,1.11111111111111,1,1,1,1.16666666666667,1,1.18947368421053,1,1,1.33684210526316
1.15942028985507,1,1,1.41558441558442,1,1.22826086956522,1,1,1,1,1,1,1,1,1,1,1.125,1,1,1,1,1.26842105263158,1,1
1.24675324675325,1.49450549450549,1.52287581699346,1.47894736842105,1.43956043956044,1.50649350649351,1.49450549450549,1.41558441558442,1.16666666666667,1.39473684210526,1.26373626373626,1.36263736263736,1.49450549450549,1.46376811594203,1.325,1,1.48484848484848,1.325,1.53333333333333,1.11111111111111,1.36601307189543,1.39473684210526,1.47058823529412,1.34420289855073
1.34420289855073,1.525,1.20915032679739,1.52631578947368,1.52747252747253,1.51811594202899,1.45833333333333,1.09090909090909,1.5,1.47894736842105,1.54545454545455,1.525,1.43956043956044,1.28985507246377,1.42483660130719,1.53333333333333,1.325,1.125,1.54545454545455,1.36601307189543,1.52105263157895,1.1,1.52287581699346,1.48913043478261
1,1.23333333333333,1.1,1.09090909090909,1.26373626373626,1.08333333333334,1.11111111111111,1.09090909090909,1.125,1.1,1.525,1.11111111111111,1.23333333333333,1.43115942028986,1,1,1.49450549450549,1,1.40909090909091,1.52747252747253,1.26842105263158,1.26842105263158,1.17316017316017,1.09090909090909
1.52941176470588,1.53333333333333,1.50326797385621,1.53333333333333,1.53030303030303,1.34420289855073,1.43956043956044,1.52747252747253,1.53030303030303,1.53333333333333,1.55555555555556,1.53333333333333,1.52747252747253,1.52287581699346,1.26373626373626,1.53333333333333,1.43956043956044,1.40909090909091,1.53571428571429,1.52941176470588,1.47058823529412,1.50326797385621,1.4,1.50649350649351
1,1,1,1,1,1,1.11111111111111,1,1,1,1.23333333333333,1,1,1,1.125,1,1,1,1.48484848484848,1,1,1,1,1.28985507246377
1.24675324675325,1.53846153846154,1.55555555555556,1,1.55555555555556,1.31168831168831,1.45833333333333,1.23333333333333,1.53333333333333,1.48484848484848,1.35555555555556,1.3030303030303,1.54545454545455,1.39130434782609,1.16666666666667,1,1.42857142857143,1,1,1,1.49450549450549,1.23333333333333,1.325,1.46376811594203
1,1.23333333333333,1,1.31168831168831,1,1,1.20915032679739,1,1,1.48484848484848,1,1,1.125,1.08333333333334,1.11111111111111,1.5,1.23333333333333,1,1,1,1,1.1,1.09090909090909,1.08333333333334
1.47894736842105,1.5,1.46666666666667,1.52287581699346,1,1.22826086956522,1.325,1.525,1.43956043956044,1.1,1.49450549450549,1,1.53333333333333,1.51948051948052,1.325,1.5,1.46666666666667,1.55555555555556,1.53333333333333,1.26373626373626,1.36263736263736,1.50326797385621,1.51948051948052,1.33684210526316
1.15942028985507,1,1.1,1.24675324675325,1,1,1.11111111111111,1.09090909090909,1.125,1,1.125,1,1,1,1,1,1,1.36601307189543,1,1.11111111111111,1.26842105263158,1.1,1,1.08333333333334
1,1.5,1,1,1,1.47894736842105,1,1,1.26373626373626,1.52631578947368,1,1.52287581699346,1,1.08333333333334,1,1,1,1,1,1,1,1,1,1
1.34420289855073,1.52747252747253,1.36601307189543,1.39473684210526,1.2,1.45454545454546,1.325,1.47894736842105,1.5,1.50526315789474,1.53333333333333,1.49450549450549,1.325,1.4421052631579,1.4,1.5,1.49450549450549,1.26373626373626,1.46666666666667,1.20915032679739,1.36601307189543,1.50526315789474,1.52941176470588,1.24675324675325
1,1,1,1.36601307189543,1,1,1,1,1,1,1,1,1,1,1,1.33333333333333,1,1,1,1.45833333333333,1,1,1.24675324675325,1
1.4421052631579,1,1,1,1,1,1,1,1,1,1.325,1,1,1,1,1,1.125,1,1,1.53846153846154,1,1,1.24675324675325,1
1,1,1.18947368421053,1,1,1.08333333333334,1,1.33684210526316,1,1,1,1,1.125,1,1,1.33333333333333,1.125,1,1,1,1,1.33684210526316,1,1
1.15942028985507,1.36263736263736,1.1,1.17316017316017,1,1.51948051948052,1.4,1.09090909090909,1.125,1.1,1.14285714285714,1.36601307189543,1.23333333333333,1.34420289855073,1,1.33333333333333,1.4,1.11111111111111,1.3030303030303,1,1.18947368421053,1.18947368421053,1.24675324675325,1.15942028985507
1,1,1.1,1.09090909090909,1,1.22826086956522,1,1.17316017316017,1,1,1,1,1.125,1.08333333333334,1,1.33333333333333,1,1.11111111111111,1,1,1.1,1.33684210526316,1,1
1.08333333333334,1.125,1.18947368421053,1,1,1,1.11111111111111,1,1.36263736263736,1,1,1,1,1.34420289855073,1.20915032679739,1,1.23333333333333,1.36601307189543,1,1,1.1,1.1,1,1
1,1.23333333333333,1,1,1.36263736263736,1.15942028985507,1.20915032679739,1.09090909090909,1,1,1.125,1.14285714285714,1.125,1.22826086956522,1,1,1.4,1.11111111111111,1,1.50326797385621,1,1.1,1,1.08333333333334
1.08333333333334,1,1,1,1,1,1,1,1,1,1,1,1,1,1.20915032679739,1,1.125,1.47058823529412,1,1,1,1,1,1
1,1.4,1,1.1,1,1.28985507246377,1.2,1.31168831168831,1,1.1,1,1,1,1.22826086956522,1.20915032679739,1.33333333333333,1,1,1.2,1,1,1.26842105263158,1.09090909090909,1.23333333333333
1.39130434782609,1,1.1,1.17316017316017,1.16666666666667,1.4,1.11111111111111,1.17316017316017,1.25,1.23333333333333,1,1.53571428571429,1.125,1.08333333333334,1.11111111111111,1,1,1.26373626373626,1,1,1,1.18947368421053,1,1
1.15942028985507,1.125,1,1,1,1,1,1,1.125,1,1,1,1,1.28985507246377,1,1,1.125,1.42483660130719,1,1.125,1,1.1,1,1.09090909090909
1.08333333333334,1.125,1,1,1,1.22826086956522,1,1.17316017316017,1,1.1,1,1,1.23333333333333,1.08333333333334,1,1,1.125,1,1,1,1,1.1,1,1
